"ROUGH CARPENTRY","296.2","LOVE","BASICS OF BUILDING","","","",""
"ADVANCED FRAMING","296.3","JOURNAL OF LIGHT CONSTRUCTION","BASICS OF BUILDING","","","",""
"RESIDENTIAL STRUCTURE & FRAMING","296.31","JOURNAL OF LIGHT CONSTRUCTION","BASICS OF BUILDING","","","",""
"GRAPHIC GUIDE TO FRAME CONSTRUCTION","296.4","THALLON","DETAILS","BASICS OF BUILDING","","",""
"GRAPHIC GUIDE TO INTERIOR DETAILS","296.41","THALLON","DETAILS","","","",""
"THE VISUAL HANDBOOK OF BUILDING AND REMODELING","296.42","WING","DETAILS","BASICS OF BUILDING","","",""
"THE VERY EFFICIENT CARPENTER","296.5","HAUN","BASICS OF BUILDING","","","",""
"PRECISION FRAMING","296.6","GUERTIN/ARNOLD","BASICS OF BUILDING","","","",""
"BASIC CARPENTRY","297","BETTER HOMES","BASICS OF BUILDING","","","",""
"CONSTRUCTION TECHNIQUES 2","298","FINE HOMEBUILDING","BASICS OF BUILDING","","","",""
"GOOD CENTS BUILDING 1986","299","UMASS","BASICS OF BUILDING","","","",""
"GOOD CENTS BUILDING  1987","300","UMASS","BASICS OF BUILDING","","","",""
"ENERGY CRAFTED HOME","300.1","WMECO","BASICS OF BUILDING","ENERGY EFFICIENCY","","",""
"PROCEEDINGS - BUILDING SOLUTIONS CONFERENCE","300.2","NESEA","BASICS OF BUILDING","","","",""
"ILLUSTRATED BASIC CARPENTRY","301","BLACKBURN","BASICS OF BUILDING","","","",""
"YOUR DREAM HOME FOR LESS THAN $3500","302","COBB","BASICS OF BUILDING","","","",""
"HOW BUILDINGS WORK","303","ALLEN","BASICS OF BUILDING","","","",""
"THE WALLS AROUND US","303.1","OWEN","BASICS OF BUILDING","","","",""
"THE ALTERNATIVE HOUSE","304","TATUM","BASICS OF BUILDING","","","",""
"TREEHOUSES","304.1","NELSON","BASICS OF BUILDING","","","",""
"TREEHOUSES YOU CAN ACTUALLY BUILD","304.2","STILES","BASICS OF BUILDING","","","",""
"HOME TREE HOME","304.3","NELSON","BASICS OF BUILDING","","","",""
"ADDING ON","305","TIME/LIFE","BASICS OF BUILDING","","","",""
"BUILDING ADDITIONS","305.1","FINE HOMEBUILDING","BASICS OF BUILDING","","","",""
"TIPS AND TECHNIQUES FOR BUILDERS","306","FINE HOMEBUILDING","BASICS OF BUILDING","","","",""
"MEASURE TWICE, CUT ONCE","306.1","TOLPIN","BASICS OF BUILDING","","","",""
"THE WELL-BUILT HOUSE","307","LOCKE","BASICS OF BUILDING","","","",""
"BUILDING SCIENCE","308","LSTIBUREK","BASICS OF BUILDING","ENERGY EFFICIENCY","","",""
"GETTING A GOOD HOUSE","309","SYVANEN","BASICS OF BUILDING","","","",""
"BUIDING AN AFFORDABLE HOUSE","309.1","RUIZ","BASICS OF BUILDING","DESIGN","","",""
"GREEN HOME","310","GRADY","BASICS OF BUILDING","SUSTAINABLE DESIGN","","",""
"BUILDING GREEN","310.1","SNELL, CALLAHAN","BASICS OF BUILDING","SUSTAINABLE DESIGN","","",""
"YOUR GREEN HOME","310.2","WILSON","BASICS OF BUILDING","SUSTAINABLE DESIGN","","",""
"THE BAREFOOT ARCHITECT","310.3","VAN LENGEN","BASICS OF BUILDING","SUSTAINABLE DESIGN","","",""
"GREEN FROM THE GROUND UP","310.4","JOHNSTON/GIBSON","BASICS OF BUILDING","SUSTAINABLE DESIGN","","",""
"GREEN BUILDING AND REMODELING FOR DUMMIES","310.5","FREED","BASICS OF BUILDING","SUSTAINABLE DESIGN","","",""
"THE CARPENTERS ASSISTANT","311","NEWLANDS","BASICS OF BUILDING","","","",""
"GROW YOUR OWN HOUSE","312","VELEZ","ARCHITECTURE","","","",""
"BAMBOO REDISCOVERED","312.1","CUSACK","BASICS OF BUILDING ","SUSTAINABLE DESIGN","","",""
"HOW TO CARVE WOOD","315","BUTZ","BASICS OF BUILDING","","","",""
"HOMING INSTINCT","316","CONNELL","BASICS OF BUILDING","","","",""
"COMMON-SENSE PEST CONTROL","320","OLKOWSKI ET. AL.","GREENHOUSES AND AGRICULTURE","DETAILS","THE HEALTHY HOUSE","",""
"SOURCEBOOK OF SUSTAINABLE DESIGN","321","ST. JOHN","DETAILS","THE HEALTHY HOUSE","SUSTAINABLE BUILDING","",""
"A PRIMER ON SUSTAINABLE DESIGN","321.1","R.M.I.","SUSTAINABLE BUILDING","","","",""
"THE ALTERNATIVE BUILDING SOURCEBOOK","321.2","CHAPPELL","SUSTAINABLE BUILDING","","","",""
"BUILDING WITH VISION","321.3","WATERSHED MEDIA","SUSTAINABLE DESIGN","WOOD AND STONE","","",""
"THE STRAW BALE HOUSE","322","STEEN/BAINBRIDGE","DETAILS","SUSTAINABLE BUILDING","","",""
"EARTH CONSTRUCTION HANDBOOK","322.1","MINKE","SUSTAINABLE BUILDING","","","",""
"BUILD YOUR OWN EARTH OVEN","322.2","DENZER","","","","",""
"THE COBBERS COMPANION","322.21","SMITH","SUSTAINABLE BUILDING","","","",""
"SERIOUS STRAW BALE","322.3","LACINSKI, BERGERON","SUSTAINABLE DESIGN","","","",""
"STRAWBALE CONSTRUCTION DETAILS","322.31","CASBA","SUSTAINABLE DESIGN","","","",""
"CORDWOOD BUILDING","322.4","ROY","OWNER-BUILDING","","","",""
"THE NATURAL BUILDING COMPANION","322.5","RACUSIN/MCARLETON","BASICS OF BUILDING","SUSTAINABLE DESIGN","","",""
"NATURAL TIMBER FRAME HOMES","322.6","BINGHAM/PFEFFER","SUSTAINABLE DESIGN","TIMBER FRAMING","","",""
"HANDBOOK OF RIGGING FOR CONSTRUCTION 4TH ED","323","ROSSNAGEL et.al.","BASICS OF BUILDING","","","",""
"RIGGING MANUAL","323.1","DICKIE","BASICS OF BUILDING","","","",""
"RIGGING FOR COMMERCIAL CONSTRUCTION","323.2","RESTON","BASICS OF BUILDING","","","",""
"CRANE AND RIGGING TRAINING MANUAL","323.3","IPT","BASICS OF BUILDING","","","",""
"THE ASHLEY BOOK OF KNOTS","324","ASHLEY","BASICS OF BUILDING","","","",""
"THE RIGGER'S APPRENTICE","324.1","TOSS","BASICS OF BUILDING","","","",""
"KNOTS","324.2","SHAW","BASICS OF BUILDING","","","",""
"ILLUSTRATED ENCYCLOPEDIA OF KNOTS","324.3","BUDWORTH","BASICS OF BUILDING","","","",""
"KNOTS","324.4","TOSS","BASICS OF BUILDING","","","",""
"ULTIMATE ENCYCLOPEDIA OF KNOTS","324.5","BUDWORTH ","BASICS OF BUILDING","","","",""
"THE OUTDOOR KNOT BOOK","324.6","SOLES","BASICS OF BUILDING","","","",""
"STRUCTURAL INSULATED PANELS","325","MORLEY","BASICS OF BUILDING","ENERGY-EFFICIENCY","","",""
"SKIN-ON-FRAME BOAT BUILDING","326","RUSSELL","WOODWORKING","BOATBUILDING","","",""
